"Despesa_Sap","Despesa_Tm1"
"Fev - PB1291.14 - PROV ACCENTURE SUPORTE AMS AO SAPIENS","PB1291.3 - SUPORTE AMS DWH E BA DO CSPS"
"Fev - PB1291.15 - PROV ACCENTURE SUPORTE AMS AO SAPIENS","PB1291.3 - SUPORTE AMS DWH E BA DO CSPS"
"Fev - PB1291.16 - PROV ACCENTURE SUPORTE AMS DWH DO CSP","PB1291.3 - SUPORTE AMS DWH E BA DO CSPS"
"Fev - PB1291.17 - PROV STAR COMUNICAÇÃO GESTÃO MENSAL I","PB1291.9 - AMS INFOTEC"
"Fev - PB1291.18 - PROV TATA CONSULTANCY TCS MANUTENÇÃO","PB1291.2 - AMS Siebel"
"Fev - PB1291.19 - PROV TECHEDGE SUPORTE AMS 1 FTE PROC","PB1291.4 - SUPORTE AMS BPC"
"Fev - PB1291.20 - PROV TECHEDGE SUPORTE POST GOLIVE BPC","PB1291.10 - AMS 2º Turno - MOPAR"
"Fev - PB1292.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1292.5 - SPARE PARTS & REPAIR SERVICES"
"Fev - PB1292.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1292.5 - SPARE PARTS & REPAIR SERVICES"
"Fev - PB1292.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1292.5 - SPARE PARTS & REPAIR SERVICES"
"Fev - PB1292.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1292.5 - SPARE PARTS & REPAIR SERVICES"
"Fev - PB1292.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1292.5 - SPARE PARTS & REPAIR SERVICES"
"Fev - PB1292.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1292.5 - SPARE PARTS & REPAIR SERVICES"
"Fev - PB1293.1 - ICTL GERENCIA DE PROJETOS ICT MEDIA","PB1293.1 - Serviço de Governança EUS"
"Fev - PB1293.2 - 0800034570 FORCEONE NEGOCIOS & EM","PB1293.1 - Serviço de Governança EUS"
"Fev - PB1293.3 - 0800034570 FORCEONE NEGOCIOS & EM","PB1293.1 - Serviço de Governança EUS"
"Fev - PB1294.1 - PROV ART&MIS AR ACCOUNT RECONCILIATI","PB1294.3 - ART&MIS - AR (ACCOUNT RECONCILIATION) BLACKLINE"
"Fev - PB1294.2 - PROV ART&MIS MANUAL JOURNAL ENTRY","PB1294.4 - ART&MIS - MANUAL JOURNAL ENTRY"
"Fev - PB1294.3 - PROV AMS NIAGARA","PB1294.2 - HFM - NIAGARA - ADICIONAL AMS - CENTRAL BACK OFFICE E INFRAESTRUTURA"
"Fev - PB1294.4 - PROV ART&MIS AR ACCOUNT RECONCILIATI","PB1294.3 - ART&MIS - AR (ACCOUNT RECONCILIATION) BLACKLINE"
"Fev - PB1294.5 - PROV ART&MIS MANUAL JOURNAL ENTRY","PB1294.4 - ART&MIS - MANUAL JOURNAL ENTRY"
"Fev - PB1294.6 - PROV SUPORTE APLICATIVO WORKIVA","PB1294.1 - SUPORTE APLICATIVO WORKIVA"
"Fev - PB1294.7 - IRRF FAT 4006171573 FIAT ITEM SPA PO 61","PB1294.4 - ART&MIS - Manual Journal Entry"
"Fev - PB1294.8 - FIAT ITEM SPA FAT 4006171573 PO 6198","PB1294.4 - ART&MIS - Manual Journal Entry"
"Fev - PB1294.9 - FIAT ITEM SPA FAT 4006171577 PO 6198","PB1294.3 - ART&MIS - AR (Account Reconciliation) Blackline"
"Fev - PB1294.10 - IRRF FAT 4006171577 FIAT ITEM SPA PO 61","PB1294.3 - ART&MIS - AR (Account Reconciliation) Blackline"
"Fev - PB1294.11 - FIAT ITEM SPA FAT 4006171573 PO 6198","PB1294.4 - ART&MIS - Manual Journal Entry"
"Fev - PB1294.12 - FIAT ITEM SPA FAT 4006171577 PO 6198","PB1294.3 - ART&MIS - AR (Account Reconciliation) Blackline"
"Fev - PB1294.13 - IRRF FAT 4006171577 FIAT ITEM SPA PO 61","PB1294.3 - ART&MIS - AR (Account Reconciliation) Blackline"
"Fev - PB1294.14 - IRRF FAT 4006171577 FIAT ITEM SPA PO 61","PB1294.3 - ART&MIS - AR (Account Reconciliation) Blackline"
"Fev - PB1294.15 - PROV AMS NIAGARA","PB1294.2 - HFM - NIAGARA - ADICIONAL AMS - CENTRAL BACK OFFICE E INFRAESTRUTURA"
"Fev - PB1294.16 - PROV ART&MIS AR ACCOUNT RECONCILIATI","PB1294.3 - ART&MIS - AR (ACCOUNT RECONCILIATION) BLACKLINE"
"Fev - PB1294.17 - PROV ART&MIS MANUAL JOURNAL ENTRY","PB1294.4 - ART&MIS - MANUAL JOURNAL ENTRY"
"Fev - PB1294.18 - PROV SUPORTE APLICATIVO WORKIVA","PB1294.1 - SUPORTE APLICATIVO WORKIVA"
"Fev - PB1294.19 - PROV SUPORTE E MANUTENÇÃO DO SISTEMA ART","PB1294.4 - ART&MIS - Manual Journal Entry"
"Fev - PB1296.1 - PROV MANUTENÇÃO ANUAL SOFTWARE VDI","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Fev - PB1296.2 - PROV VEIPROD 1/12","PB1296.8 - CRF - SW VEIPROD"
"Fev - PB1296.3 - PROV RENV SW VEEP / JACK 1/12","PB1296.4 - SW JACK / VEEP"
"Fev - PB1296.4 - PROV MBSHARCARCOHATSWHANDS 1/12","PB1296.4 - SW JACK / VEEP"
"Fev - PB1296.5 - PROV PDP PART DEVELOPMENT PLAN 2017","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Fev - PB1296.6 - PROV GCS GLOBAL COST SYSTEM 2017","PB1296.5 - GCS - GLOBAL COST SYSTEM"
"Fev - PB1296.7 - PROV ISPEED 2017","PB1296.7 - ISPEED"
"Fev - PB1296.8 - PROV PDP PART DEVELOPMENT PLAN 2018","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Fev - PB1296.9 - PROV GCS GLOBAL COST SYSTEM 2018","PB1296.5 - GCS - GLOBAL COST SYSTEM"
"Fev - PB1296.10 - PROV ISPEED 2018","PB1296.7 - ISPEED"
"Fev - PB1296.11 - PROV MANUTENÇÃO ANUAL SOFTWARE VDI","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Fev - PB1296.12 - IRRF FAT 4006171585 FIAT ITEM SPA PO 61","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Fev - PB1296.13 - FIAT ITEM SPA FAT 4006171585 PO 6198","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Fev - PB1296.14 - FIAT ITEM SPA FAT 4006171585 PO 6198","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Fev - PB1296.15 - PROV VEIPROD 2/12","PB1296.8 - CRF - SW VEIPROD"
"Fev - PB1296.16 - PROV RENV SW VEEP / JACK 2/12","PB1296.4 - SW JACK / VEEP"
"Fev - PB1296.17 - PROV MBSHARCARCOHATSWHANDS 2/12","PB1296.4 - SW JACK / VEEP"
"Fev - PB1296.18 - PROV PDP PART DEVELOPMENT PLAN 2017","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Fev - PB1296.19 - PROV GCS GLOBAL COST SYSTEM 2017","PB1296.5 - GCS - GLOBAL COST SYSTEM"
"Fev - PB1296.20 - PROV PDP PART DEVELOPMENT PLAN 2018","PB1296.3 - PDP - PART DEVELOPMENT PLAN"
"Fev - PB1296.21 - PROV GCS GLOBAL COST SYSTEM 2018","PB1296.5 - GCS - GLOBAL COST SYSTEM"
"Fev - PB1296.22 - PROV ISPEED 2018","PB1296.7 - ISPEED"
"Fev - PB1296.23 - PROV MANUTENÇÃO ANUAL SOFTWARE VDI","PB1296.6 - MANUTENÇÃO ANUAL SOFTWARE VDI"
"Fev - PB1298.1 - PROV [SPARC] PROCESSMAP RUNNING","PB1298.5 - [SPARC] PROCESSMAP - RUNNING"
"Fev - PB1298.2 - PROV OSS ITO SERVERS / INFRA OSS LATAM","PB1298.2 - [OSS] ITO SERVERS / INFRA OSS - FCA BETIM 60%"
"Fev - PB1298.3 - PROV ICT GOVERNANCE OSS LATAM 2017","PB1298.4 - [OSS] ICT GOVERNANCE - FCA BETIM 60%"
"Fev - PB1298.4 - PROV [SPARC] PROCESSMAP RUNNING","PB1298.5 - [SPARC] PROCESSMAP - RUNNING"
"Fev - PB1298.5 - IRRF FAT 4006171582 FIAT ITEM SPA PO 61","PB1298.5 - [SPARC] ProcessMap - Running"
"Fev - PB1298.6 - FIAT ITEM SPA FAT 4006171582 PO 6198","PB1298.5 - [SPARC] ProcessMap - Running"
"Fev - PB1298.7 - FIAT ITEM SPA FAT 4006171582 PO 6198","PB1298.5 - [SPARC] ProcessMap - Running"
"Fev - PB1298.8 - PROV OSS ITO SERVERS / INFRA OSS LATAM","PB1298.2 - [OSS] ITO SERVERS / INFRA OSS - FCA BETIM 60%"
"Fev - PB1298.9 - PROV ICT GOVERNANCE OSS LATAM 2017","PB1298.4 - [OSS] ICT GOVERNANCE - FCA BETIM 60%"
"Fev - PB1298.10 - PROV OSS ITO SERVERS / INFRA OSS LATAM","PB1298.2 - [OSS] ITO SERVERS / INFRA OSS - FCA BETIM 60%"
"Fev - PB1298.11 - PROV ICT GOVERNANCE OSS LATAM 2018","PB1298.4 - [OSS] ICT GOVERNANCE - FCA BETIM 60%"
"Fev - PB1298.12 - PROV [SPARC] PROCESSMAP RUNNING","PB1298.5 - [SPARC] PROCESSMAP - RUNNING"
"Fev - PB1298.13 - PROV MANUTENÇÃO ANUAL DA APLICAÇÃO GLOBA","PB1298.5 - [SPARC] ProcessMap - Running"
"Fev - PB1300.1 - PROV CAPMAN","PB1300.2 - CAPMAN"
"Fev - PB1300.2 - PROV CAPMAN","PB1300.2 - CAPMAN"
"Fev - PB1300.3 - FIAT ITEM SPA FAT 4006171571 PO 6198","PB1300.2 - Capman"
"Fev - PB1300.4 - IRRF FAT 4006171571 FIAT ITEM SPA PO 61","PB1300.2 - Capman"
"Fev - PB1300.5 - FIAT ITEM SPA FAT 4006171571 PO 6198","PB1300.2 - Capman"
"Fev - PB1300.6 - PROV CAPMAN","PB1300.2 - Capman"
"Fev - PB1300.7 - PROV AMS DO SISTEMA CAPMAN","PB1300.2 - Capman"
"Fev - PB1304.1 - PROV ABC TOKYO PREPARAÇÃO DE NOVA SAL","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.2 - PROV DATASHOW PLENARIA ANDRÉ","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.3 - PROV DATASHOW MANUTENÇAO PROJETOR","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.4 - PROV PROJECOES MULTIMIDIA MANUTENÇÃO","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.5 - PROV DATASHOW MANUTENÇAO AUDITORIO GP","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.6 - PROV STEFANINI TÉCNICO AUDIOVISUAL PA","PB1304.4 - SUPORTE EXECUTIVO - AUDIOVISUAL"
"Fev - PB1304.7 - PROV SOLUTEC REPARO DE CELULARES","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.8 - PROV STEFANINI SUPORTE EXECUTIVO TEL","PB1304.2 - SUPORTE EXECUTIVO E SUPORTE TP (BETIM)"
"Fev - PB1304.9 - PROV STEFANINI PROFESSIONAL SERVICES","PB1304.4 - Suporte Executivo - Audiovisual"
"Fev - PB1304.14 - 0051400016 OUTRAS COMPRAS HARDWARE","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.15 - 0051400016 OUTRAS COMPRAS HARDWARE","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.22 - 0051400016 OUTRAS COMPRAS HARDWARE","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.24 - PROV ABC TOKYO PREPARAÇÃO DE NOVA SAL","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.25 - PROV DATASHOW MANUTENÇAO AUDITORIO GP","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.26 - PROV N&C INSTALAÇÃO DE PONTOS DE REDE","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.27 - PROV PROJECOES MULTIMIDIA MANUTENÇÃO","PB1304.3 - Suporte a Eventos, Manutenção de Salas de Reunião, ITSC e Manutenções Gerais"
"Fev - PB1304.28 - PROV STEFANINI PROFESSIONAL SERVICES","PB1304.4 - Suporte Executivo - Audiovisual"
"Fev - PB1304.29 - PROV STEFANINI SUPORTE EXECUTIVO TEL","PB1304.2 - SUPORTE EXECUTIVO E SUPORTE TP (BETIM)"
"Fev - PB1304.30 - PROV STEFANINI TÉCNICO AUDIOVISUAL PA","PB1304.4 - Suporte Executivo - Audiovisual"
"Fev - PB1305.1 - 0800001786 ELLO SERVICOS EM INF EM","PB1305.2 - IMPRESSÃO DE NFE"
"Fev - PB1305.2 - 0800001786 ELLO SERVICOS EM INF EM","PB1305.2 - IMPRESSÃO DE NFE"
"Fev - PB1305.3 - PROV IMPRESSÃO DE MAINFRAME JANEIRO/17","PB1305.3 - Impressão de Contra-cheque"
"Fev - PB1305.4 - PROV CAMPELLO IMPRESSÃO DE PRODUÇÃO JA","PB1305.2 - IMPRESSÃO DE NFE"
"Fev - PB1305.8 - 0053700039 OUTROS SERVICOS CENTRAL DE","PB1305.2 - IMPRESSÃO DE NFE"
"Fev - PB1305.10 - TRANSF CAMPELLO IMPRESSAO FPT","PB1305.2 - IMPRESSÃO DE NFE"
"Fev - PB1305.11 - TRANSF ICT IMPRESSÃO CAMPELLO","PB1305.2 - IMPRESSÃO DE NFE"
"Fev - PB1305.12 - PROV IMPRESSÃO DE MAINFRAME FEVEREIRO/18","PB1305.3 - Impressão de Contra-cheque"
"Fev - PB1305.13 - PROV CAMPELLO IMPRESSÃO DE PRODUÇÃO FE","PB1305.2 - IMPRESSÃO DE NFE"
"Fev - PB1306.1 - PROV MDM LICENSING AND SUPPORT AIRWA","PB1306.2 - MDM (Wombat + Airwatch) - Licensing and Support"
"Fev - PB1306.2 - PROV MANUTENÇÃO SW KONTIK","PB1306.3 - MANUTENÇÃO KONTIK"
"Fev - PB1306.3 - PROV MANUTENÇÃO SW MINITAB","PB1306.1 - MANUTENÇÃO MINITAB"
"Fev - PB1306.4 - PROV MDM LICENSING AND SUPPORT AIRWA","PB1306.2 - MDM (Wombat + Airwatch) - Licensing and Support"
"Fev - PB1306.5 - PROV MANUTENÇÃO SW KONTIK","PB1306.3 - Manutenção Kontik"
"Fev - PB1306.6 - PROV MANUTENÇÃO SW MINITAB","PB1306.1 - MANUTENÇÃO MINITAB"
"Fev - PB1306.7 - PROV MDM LICENSING AND SUPPORT AIRWA","PB1306.2 - MDM (Wombat + Airwatch) - Licensing and Support"
"Fev - PB1306.8 - PROV MANUTENÇÃO SW KONTIK","PB1306.3 - MANUTENÇÃO KONTIK"
"Fev - PB1306.9 - PROV MANUTENÇÃO SW MINITAB","PB1306.1 - MANUTENÇÃO MINITAB"
"Fev - PB1306.10 - PROV MDM LICENSING AND SUPPORT AIRWA","PB1306.2 - MDM (Wombat + Airwatch) - Licensing and Support"
"Fev - PB1306.11 - PROV MANUTENÇÃO SW KONTIK","PB1306.3 - MANUTENÇÃO KONTIK"
"Fev - PB1306.12 - PROV MANUTENÇÃO SW MINITAB","PB1306.1 - MANUTENÇÃO MINITAB"
"Fev - PB1307.1 - PROV N&C CABEAMENTO REF SETEMBRO A","PB1307.7 - Cabling - Setup"
"Fev - PB1307.2 - PROV N&C GESTÃO DE REDE LAN","PB1307.2 - GESTÃO DE REDE LAN"
"Fev - PB1307.3 - PROV N&C PROXIMITY LAN","PB1307.4 - PROXIMITY DE LAN"
"Fev - PB1307.4 - PROV N&C GESTÃO DE LAN DC HORTOLÂNDIA","PB1307.5 - Gestão LAN DC Hortolândia"
"Fev - PB1307.5 - PROV N&C SERVIÇOS DE TRANSIÇÃO LAN","PB1307.9 - N&C - SERVIÇO DE TRANSIÇÃO LAN"
"Fev - PB1307.7 - MANUT HW LAN SMARTNET 6/12","PB1307.3 - SUPORTE EQUIPAMENTOS CISCO LAN - SMARTNET"
"Fev - PB1307.8 - TRANSF ICT CABEAMENTO","PB1307.7 - Cabling - Setup"
"Fev - PB1307.11 - PROV IBM GESTÃO DE LAN DC HORTOLÂNDIA","PB1307.5 - GESTÃO LAN DC HORTOLÂNDIA"
"Fev - PB1307.12 - PROV N&C CABEAMENTO REF SETEMBRO A","PB1307.7 - Cabling - Setup"
"Fev - PB1307.13 - PROV N&C CABEAMENTO REF JANEIRO201","PB1307.7 - Cabling - Setup"
"Fev - PB1307.14 - PROV N&C GESTÃO DE REDE LAN REF J","PB1307.2 - GESTÃO DE REDE LAN"
"Fev - PB1307.15 - PROV N&C GESTÃO SWITCHES WIFI SÃO PAU","PB1307.2 - Gestão de Rede LAN"
"Fev - PB1307.16 - PROV N&C PROXIMITY LAN REF JANEIRO","PB1307.4 - PROXIMITY DE LAN"
"Fev - PB1307.17 - PROV N&C SERVIÇOS DE TRANSIÇÃO LAN","PB1307.9 - N&C - SERVIÇO DE TRANSIÇÃO LAN"
"Fev - PB1308.1 - PROV GLOBAL NETWORKING PROGRAM","PB1308.3 - GLOBAL NETWORKING PROGRAM"
"Fev - PB1308.2 - PROV GESTÃO MENSAL TELEPRESENSE TPS E","PB1308.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA"
"Fev - PB1308.3 - PROV FCMS INTERNET DEDICATED LINK","PB1308.1 - FCMS INTERNET DEDICATED LINK"
"Fev - PB1308.4 - PROV GLOBAL NETWORKING PROGRAM","PB1308.3 - GLOBAL NETWORKING PROGRAM"
"Fev - PB1308.5 - PROV GESTÃO MENSAL TELEPRESENSE TPS E","PB1308.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA"
"Fev - PB1308.6 - PROV FCMS INTERNET DEDICATED LINK","PB1308.1 - FCMS INTERNET DEDICATED LINK"
"Fev - PB1308.7 - FIAT ITEM SPA FAT 4006171584 PO 6198","PB1308.1 - FCMS internet dedicated link"
"Fev - PB1308.8 - PIS FAT 4006171584 FIAT ITEM SPA PO 619","PB1308.1 - FCMS internet dedicated link"
"Fev - PB1308.9 - COFINS FAT 4006171584 FIAT ITEM SPA PO","PB1308.1 - FCMS internet dedicated link"
"Fev - PB1308.10 - IRRF FAT 4006171584 FIAT ITEM SPA PO 61","PB1308.1 - FCMS internet dedicated link"
"Fev - PB1308.11 - CIDE FAT 4006171584 FIAT ITEM SPA PO 61","PB1308.1 - FCMS internet dedicated link"
"Fev - PB1308.12 - FIAT ITEM SPA FAT 4006171588 PO 6198","PB1308.2 - Gestão Mensal Telepresense - TPs e VDCs - Itália"
"Fev - PB1308.13 - IRRF FAT 4006171588 FIAT ITEM SPA PO 61","PB1308.2 - Gestão Mensal Telepresense - TPs e VDCs - Itália"
"Fev - PB1308.14 - FIAT ITEM SPA FAT 4006171583 PO 6198","PB1308.3 - Global Networking Program"
"Fev - PB1308.15 - PIS FAT 4006171583 FIAT ITEM SPA PO 619","PB1308.3 - Global Networking Program"
"Fev - PB1308.16 - COFINS FAT 4006171583 FIAT ITEM SPA PO","PB1308.3 - GLOBAL NETWORKING PROGRAM"
"Fev - PB1308.17 - IRRF FAT 4006171583 FIAT ITEM SPA PO 61","PB1308.3 - Global Networking Program"
"Fev - PB1308.18 - CIDE FAT 4006171583 FIAT ITEM SPA PO 61","PB1308.3 - Global Networking Program"
"Fev - PB1308.19 - FIAT ITEM SPA FAT 4006171588 PO 6198","PB1308.2 - Gestão Mensal Telepresense - TPs e VDCs - Itália"
"Fev - PB1308.20 - FIAT ITEM SPA FAT 4006171583 PO 6198","PB1308.3 - Global Networking Program"
"Fev - PB1308.21 - FIAT ITEM SPA FAT 4006171584 PO 6198","PB1308.1 - FCMS INTERNET DEDICATED LINK"
"Fev - PB1308.22 - PROV GLOBAL NETWORKING PROGRAM","PB1308.3 - GLOBAL NETWORKING PROGRAM"
"Fev - PB1308.23 - PROV GESTÃO MENSAL TELEPRESENSE TPS E","PB1308.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA"
"Fev - PB1308.24 - PROV FCMS INTERNET DEDICATED LINK","PB1308.1 - FCMS INTERNET DEDICATED LINK"
"Fev - PB1308.25 - PROV SERVIÇO DE SUPORTE A TELEPRESENCES","PB1308.2 - Gestão Mensal Telepresense - TPs e VDCs - Itália"
"Fev - PB1309.1 - PROV ORACLE LICENSES MANUTENÇÃO LICEN","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.2 - PROV MANUTENÇÃO LICENÇAS BPC","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.3 - PROV MANUTENÇÃO SW VDI BPC","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.4 - PROV MANUTENÇÃO SW VDI BPC","PB1309.3 - Manutenção anual software VDI"
"Fev - PB1309.5 - FIAT ITEM SPA FAT 4006171586 PO 6198","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.6 - IRRF FAT 4006171586 FIAT ITEM SPA PO 61","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.7 - FIAT ITEM SPA FAT 4006171586 PO 6198","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.8 - PROV ORACLE LICENSES MANUTENÇÃO LICEN","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.9 - PROV MANUTENÇÃO SW VDI BPC","PB1309.3 - Manutenção anual software VDI"
"Fev - PB1309.10 - TRANSF ICT PAGAMENTO FCA ITEM","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1309.11 - PROV LICENÇAS SAP E SIEBEL","PB1309.1 - Manutenzione Licenze Oracle FCA Brasil"
"Fev - PB1310.1 - PROV NPO FACILITIES DATA CENTER DEZ","PB1310.1 - SERVIÇOS PROXIMITY/FACILITIES (DC BETIM)"
"Fev - PB1310.2 - A&I FAC MAINTENANCE DATA CENTER BETIM","PB1310.1 - SERVIÇOS PROXIMITY/FACILITIES (DC BETIM)"
"Fev - PB1310.3 - PROV NPO FACILITIES DATA CENTER REF","PB1310.1 - SERVIÇOS PROXIMITY/FACILITIES (DC BETIM)"
"Fev - PB1311.1 - DATA CENTER FACILITIES M2 UTILIZATION","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Fev - PB1311.2 - DATA CENTER FACILITIES KVA UTILIZATION","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Fev - PB1311.3 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Fev - PB1311.4 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Fev - PB1311.5 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Fev - PB1311.6 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1311.1 - FACILITIES (DC HORTOLÂNDIA)"
"Fev - PB1312.1 - PROV MANUTENÇÃO HW HP 7/12","PB1312.4 - MANUTENÇÃO HW SERVIDORES HP"
"Fev - PB1312.2 - PROV MANUTENÇÃO SERVIDORES LENOVO 2/12","PB1312.7 - MANUTENÇÃO HW SERVIDORES ESC. REGIONAIS"
"Fev - PB1312.3 - PROV MANT/SUP A HARDWARE 1/9","PB1312.3 - Manutenção HW RADWARE"
"Fev - PB1312.4 - PROV EMC MANUTENÇÃO HARDWARE STORAGE","PB1312.2 - MANUTENÇÃO STORAGE/BACKUP EMC"
"Fev - PB1312.6 - 0800036069 WESTCON BRASIL LTDA EM","PB1312.8 - MANUTENÇÃO HW SERVIDORES CISCO"
"Fev - PB1312.7 - 0800036069 WESTCON BRASIL LTDA EM","PB1312.8 - MANUTENÇÃO HW SERVIDORES CISCO"
"Fev - PB1312.8 - PROV MANUTENÇÃO HW HP 8/12","PB1312.4 - MANUTENÇÃO HW SERVIDORES HP"
"Fev - PB1312.9 - PROV MANUTENÇÃO SERVIDORES LENOVO 3/12","PB1312.7 - Manutenção HW Servidores Esc. Regionais"
"Fev - PB1312.10 - PROV MANT/SUP A HARDWARE 2/9","PB1312.3 - Manutenção HW RADWARE"
"Fev - PB1312.11 - MANT SERVIDORES CISCO 2/12","PB1312.8 - MANUTENÇÃO HW SERVIDORES CISCO"
"Fev - PB1312.12 - MANUTENÇÃO/SUPORTE A HARDWARE 8/12","PB1312.2 - MANUTENÇÃO STORAGE/BACKUP EMC"
"Fev - PB1312.13 - PROV EMC MANUTENÇÃO HARDWARE STORAGE","PB1312.2 - MANUTENÇÃO STORAGE/BACKUP EMC"
"Fev - PB1312.14 - PROV HP MANUTENÇÃO SERVIDORES REF","PB1312.4 - MANUTENÇÃO HW SERVIDORES HP"
"Fev - PB1313.1 - PROV MANUTENÇAO VMWARE 1/12","PB1313.4 - MANUTENÇAO DE SW - VMWARE"
"Fev - PB1313.2 - PROV EMC MANUTENÇÃO LICENÇA STORAGE","PB1312.2 - Manutenção Storage/Backup EMC"
"Fev - PB1313.3 - PROV ORACLE AUDITORIA ORACLE GAPS","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Fev - PB1313.4 - PROV MANUTENÇAO VMWARE 2/12","PB1313.4 - MANUTENÇAO DE SW - VMWARE"
"Fev - PB1313.5 - MANUTENÇÃO DO SW ORACLE 9/12","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Fev - PB1313.6 - MANUTENÇÃO DO SW ORACLE ADICIONAL 14/1","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Fev - PB1313.7 - MANUTENÇÃO LICENÇAS MICROSOFT 9/12","PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT"
"Fev - PB1313.8 - MANUTENÇÃO LICENÇAS MICROSOFT 9/12","PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT"
"Fev - PB1313.9 - MANT SW ELA IBM 5/12","PB1313.10 - MANUTENÇÃO DE SW - WEBSPHERE"
"Fev - PB1313.10 - MANUTENÇÃO SW SPAZIO 8/12","PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION"
"Fev - PB1313.11 - MANUTENÇÃO LINUX REDHAT 11/12","PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT)"
"Fev - PB1313.12 - PROV EMC MANUTENÇÃO LICENÇA STORAGE","PB1312.2 - Manutenção Storage/Backup EMC"
"Fev - PB1313.13 - PROV ORACLE AUDITORIA ORACLE GAPS","PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE"
"Fev - PB1314.1 - PROV ATIVAS SERVIÇO DE DATA CENTER","PB1314.5 - Disaster Recovery (Collocation Ativas)"
"Fev - PB1314.2 - PROV IBM DISASTER RISCOVERY MITO JA","PB1314.6 - Disaster Recovery (Manufacturing ITO)"
